,society,bedRoom,bathroom,balcony,type,sector,Super_build_area,Carpet_area,Study Room,Servant Room,Pooja Room,age,luxury_score,furnishing_type,location_score,area_ratio,price
221,Godrej Air,2,2,1,flat,sector 85,1415.98028,990.196,0,0,0,relatively new,medium,1,41,495.098,1.05
222,Maruti Vihar,1,1,1,flat,sector 28,1101.1,770.0,1,0,1,undefined,medium,2,37,770.0,1.0
223,Shapoorji Pallonji Joyville Gurugram,3,3,3,flat,sector 102,1787.5,1250.0,0,0,0,relatively new,medium,1,34,416.6666666666667,2.12
224,The Close North,3,3,3+,flat,sector 50,2607.605,1823.5,0,1,0,old property,medium,2,42,607.8333333333333,3.0
225,Emaar Gurgaon Greens,3,3,3,flat,sector 102,1461.46,1022.0,0,1,0,relatively new,medium,1,42,340.6666666666667,1.35
226,Landmark The Residency,2,2,2,flat,sector 103,1351.3499999999997,945.0,0,0,0,relatively new,low,1,22,472.5,0.9
227,Emaar Imperial Gardens,3,3,3+,flat,sector 102,2860.0,2000.0,0,1,0,relatively new,medium,2,41,666.6666666666666,1.98
228,DLF Belvedere Towers,4,4,3,flat,sector 25,3003.0,2100.0,0,1,0,undefined,low,2,45,525.0,3.7
229,Godrej 101,2,2,3,flat,sector 79,1573.5719999999997,1100.4,0,0,0,New Property,low,1,16,550.1999999999999,1.29
230,Tulip Monsella,3,3,3+,flat,sector 53,2894.892,2024.4,0,0,0,undefined,low,1,37,674.8,5.6
231,AIPL Club Residences,2,2,3+,flat,sector 70a,1864.72,1304.0,0,0,0,relatively new,medium,2,42,652.0,1.27
232,Experion The Heartsong,3,2,3+,flat,sector 108,1409.98,986.0,1,1,0,relatively new,medium,2,42,328.6666666666667,1.36
233,Emaar Palm Gardens,3,3,3+,flat,sector 83,1901.9,1330.0,0,0,0,relatively new,low,1,41,443.3333333333333,1.8
234,Mahindra Luminare,3,3,1,flat,sector 59,3028.025,2117.5,0,1,0,undefined,low,1,58,705.8333333333334,5.5
235,Raheja Navodaya,3,3,3,flat,sector 92,1991.99,1393.0,0,0,0,relatively new,medium,1,27,464.3333333333333,0.85
236,Godrej Nature Plus,2,2,2,flat,sector-33 sohna,1386.3849999999998,969.5,0,0,0,New Property,medium,1,41,484.75,1.07
237,Godrej Nature Plus,2,2,3+,flat,sector-33 sohna,1384.3829999999998,968.1,0,0,0,New Property,low,1,0,484.05,1.27
238,Emaar MGF The Palm Drive,3,4,3,flat,sector 66,2574.0,1800.0,0,1,0,relatively new,medium,2,43,600.0,3.45
239,Bestech Park View Residency,2,2,3,flat,sector 3,1566.5649999999998,1095.5,1,0,0,old property,medium,1,51,547.75,1.18
240,Bestech Park View Residency,3,4,3+,flat,sector 3,1921.92,1344.0,0,1,0,old property,medium,1,51,448.0,1.55
241,AFNHB Jalvayu Vihar,3,3,2,flat,sector 30,1859.0,1300.0,0,0,0,undefined,low,1,47,433.3333333333333,1.3
242,DLF Regency Park 2,3,3,2,flat,sector 28,2216.5,1550.0,0,1,0,undefined,medium,1,37,516.6666666666666,2.25
243,Ambience Creacions,4,6,3+,flat,sector 22,3575.0,2500.0,0,1,1,New Property,low,0,49,625.0,4.8
244,Adani M2K Oyster Grande,3,3,3,flat,sector 102,2600.598,1818.6,1,1,0,relatively new,high,1,42,606.1999999999999,2.6
245,DLF Belvedere Towers,4,4,3,flat,sector 25,3532.1,2470.0,0,1,0,undefined,low,1,45,617.5,3.4
246,Sobha City,3,4,2,flat,sector 108,2005.003,1402.1,0,0,0,New Property,medium,1,33,467.3666666666666,2.9
247,Raheja Vedaanta,2,2,2,flat,sector 108,1506.505,1053.5,0,0,0,old property,medium,1,0,526.75,0.7
248,Suncity Vatsal Valley,3,3,3,flat,sector 2,1916.2,1340.0,0,0,0,relatively new,low,2,51,446.6666666666667,1.28
249,DLF City Plots Phase 3,4,5,3+,flat,sector 24,5005.0,3500.0,0,1,0,New Property,low,0,37,875.0,6.5
250,Unitech Heritage City,3,3,1,flat,sector 25,3575.0,2500.0,0,1,0,undefined,medium,1,45,833.3333333333334,3.63
251,Bestech Altura,3,3,3,flat,sector 79,1930.5,1350.0,0,1,0,New Property,medium,1,34,450.0,1.85
252,Orris Aster Court Premier,3,4,2,flat,sector 85,2122.12,1484.0,0,1,0,relatively new,low,1,44,494.6666666666667,1.38
253,Paras Quartier,4,4,3+,flat,gwal pahari,5355.349999999999,3745.0,1,1,1,New Property,high,2,52,936.25,5.9
254,Samadhan Shri Kamal CGHS,4,4,3+,flat,sector 1,2516.8,1760.0,0,0,0,old property,low,0,61,440.0,2.01
255,Navjyoti Apartment,4,4,3+,flat,sector 38,2515.37,1759.0,0,0,0,undefined,low,0,46,439.75,2.1
256,Ambience Lagoon,3,4,3+,flat,sector 24,4513.08,3156.0,0,1,0,undefined,high,2,37,1052.0,4.25
257,Friends Apartment,4,3,3,flat,sector 52,2645.5,1850.0,0,1,0,old property,medium,0,32,462.5,2.0
258,The Close South,3,4,3+,flat,sector 50,3627.91,2537.0,0,1,0,old property,high,2,31,845.6666666666666,3.25
259,Hero Homes,3,3,3,flat,dwarka expressway,1690.689,1182.3,0,0,0,New Property,low,1,34,394.1,1.6
260,Bestech Park View Residency,3,4,3+,flat,sector 3,1921.92,1344.0,0,1,0,old property,medium,1,51,448.0,1.5
261,Sobha City,3,3,2,flat,sector 108,2345.343,1640.1,0,1,0,New Property,medium,1,33,546.6999999999999,3.75
262,Bestech Park View Residency,2,2,3,flat,sector 3,2024.88,1416.0,0,0,0,old property,medium,2,51,708.0,0.95
263,CGHS Rail Vihar,4,3,3,flat,sector 15,1859.0,1300.0,0,0,0,old property,medium,2,32,325.0,1.4
264,Emaar Gurgaon Greens,3,3,3,flat,sector 102,1461.46,1022.0,0,1,0,relatively new,medium,1,42,340.6666666666667,1.35
265,Shapoorji Pallonji Joyville Gurugram,2,2,2,flat,sector 102,1430.0,1000.0,0,0,0,New Property,low,2,34,500.0,1.4
266,DLF Regency Park 2,3,3,2,flat,sector 28,2359.5,1650.0,0,1,0,undefined,high,1,33,550.0,2.26
267,Eldeco Accolade,2,2,2,flat,sector-33 sohna,1287.0,900.0,1,0,0,New Property,medium,1,18,450.0,1.2
268,SS The Leaf,3,4,3,flat,sector 85,2410.408,1685.6,0,1,0,relatively new,low,1,42,561.8666666666667,1.75
269,Ireo Victory Valley,3,3,3+,flat,sector 67,2585.44,1808.0,0,1,0,relatively new,high,2,42,602.6666666666666,2.87
270,DLF Regency Park 2,3,3,2,flat,sector 28,1778.7769999999998,1243.9,0,1,0,undefined,medium,1,37,414.63333333333327,2.35
271,lagoon apartment,3,4,3,flat,sector 24,3575.0,2500.0,0,0,0,old property,low,1,37,833.3333333333334,3.0
272,lagoon apartment,4,6,3+,flat,sector 24,6292.0,4400.0,0,0,0,old property,low,1,37,1100.0,6.0
273,Indiabulls Centrum Park,3,4,3+,flat,sector 103,4781.92,3344.0,1,1,1,relatively new,low,2,50,1114.6666666666667,1.9
274,Sbr minda sec 1 imt manesar,3,2,3+,flat,manesar,2182.18,1526.0,0,0,0,old property,low,1,14,508.6666666666667,0.65
275,M3M Capital,4,5,3+,flat,sector 113,2359.5,1650.0,1,0,0,New Property,medium,2,51,412.5,2.57
276,Emaar MGF The Palm Drive,3,3,3,flat,sector 66,2574.0,1800.0,1,1,1,relatively new,high,2,43,600.0,3.2
277,AFNHB Jalvayu Vihar,2,2,1,flat,sector 30,990.99,693.0,0,0,0,undefined,low,1,29,346.5,0.69
278,Experion Windchants,3,3,2,flat,sector 112,2804.802,1961.4,0,1,0,relatively new,high,2,40,653.8,3.75
279,Sobha City,3,4,2,flat,sector 108,2074.072,1450.4,0,0,0,New Property,medium,1,33,483.4666666666666,3.35
280,Unitech Uniworld Gardens,3,3,3+,flat,sector 47,2088.086,1460.1999999999998,0,1,0,old property,medium,2,38,486.7333333333333,2.4
281,Elan The Presidential,5,6,3+,flat,sector 106,5005.0,3500.0,0,0,0,relatively new,medium,2,16,700.0,6.3
282,Raheja Atharva,3,3,2,flat,sector 109,3314.74,2318.0,0,1,0,old property,medium,2,18,772.6666666666666,2.2
283,Central Park Resorts,4,5,3+,flat,sector 48,5691.4,3980.0,0,1,1,relatively new,medium,1,44,995.0,11.25
284,Bestech Park View Residency,3,4,3+,flat,sector 3,1921.92,1344.0,0,1,0,old property,medium,2,51,448.0,1.51
285,Emaar MGF The Palm Drive,3,3,3,flat,sector 66,3575.0,2500.0,1,1,1,relatively new,high,2,43,833.3333333333334,4.6
286,Emaar MGF Emerald Floors Premier,4,4,3,flat,sector 65,1976.975,1382.5,0,1,0,relatively new,medium,1,16,345.625,3.5
287,Mapsko Royale Ville,3,4,2,flat,sector 82,1791.79,1253.0,0,1,0,New Property,medium,1,33,417.6666666666667,0.99
288,Emaar MGF Emerald Floors Premier,3,3,3,flat,sector 65,2359.5,1650.0,1,1,0,relatively new,low,1,16,550.0,2.65
289,Unitech Greenwood City,3,3,2,flat,sector 45,1945.944,1360.8,0,1,0,New Property,low,2,37,453.6,2.4
290,ATS Tourmaline,3,3,3+,flat,sector 109,2152.15,1505.0,0,1,0,relatively new,low,2,44,501.6666666666667,1.65
291,Railway Officers RPF Society,4,3,3,flat,sector 9a,2582.58,1806.0,0,1,0,undefined,low,1,34,451.5,1.25
292,TARC Maceo,4,3,3+,flat,sector 91,2249.39,1573.0,1,1,1,relatively new,high,1,25,393.25,1.75
293,Emaar MGF Emerald Floors Premier,3,3,2,flat,sector 65,1887.6,1320.0,1,1,0,relatively new,high,1,16,440.0,2.35
294,Pioneer Urban Presidia,4,5,3+,flat,sector 62,4341.337,3035.9,1,1,0,relatively new,high,2,42,758.9749999999999,7.15
295,Emaar MGF Palm Hills,4,3,3,flat,sector 77,1951.95,1365.0,0,1,0,relatively new,medium,1,42,341.25,1.64
296,Emaar MGF Emerald Floors Premier,3,3,2,flat,sector 65,1651.65,1155.0,0,1,0,relatively new,medium,1,16,385.0,2.8
297,DLF Regal Gardens,4,4,3+,flat,sector 90,2388.1,1670.0,0,0,0,relatively new,high,2,24,417.5,1.76
298,Paras Dews,2,2,3+,flat,sector 106,1208.35,845.0,0,0,0,New Property,low,2,52,422.5,1.0
299,Pioneer Park,4,4,3,flat,sector 61,2853.851,1995.7,0,1,0,old property,medium,2,43,498.925,3.6
300,SS The Leaf,3,4,3+,flat,sector 85,2410.408,1685.6,0,0,0,New Property,high,1,42,561.8666666666667,1.78
301,CHD Avenue 71,3,3,3,flat,sector 71,1621.62,1134.0,1,0,0,old property,medium,1,30,378.0,0.98
302,Bestech Park View Ananda,3,3,3+,flat,sector 81,1615.9,1130.0,0,0,0,old property,medium,2,52,376.6666666666667,1.35
303,Tulip Purple,4,5,3+,flat,sector 69,2860.0,2000.0,0,1,0,relatively new,high,1,59,500.0,1.8
304,Indiabulls Centrum Park,3,3,3+,flat,sector 103,1791.79,1253.0,1,0,0,relatively new,high,2,50,417.6666666666667,1.35
305,SBTL Caladium,3,3,3+,flat,sector 109,2547.545,1781.5,0,1,0,relatively new,high,1,16,593.8333333333334,1.7
306,Vatika The Seven Lamps,4,5,3+,flat,sector 82,2427.425,1697.5,0,1,0,relatively new,high,1,42,424.375,1.6
307,Emaar Gurgaon Greens,3,3,3,flat,sector 102,1461.46,1022.0,0,1,0,relatively new,medium,1,42,340.6666666666667,1.4
308,Bestech Park View Residency,2,2,3,flat,sector 3,1566.5649999999998,1095.5,1,0,0,old property,medium,1,51,547.75,1.26
309,Pareena Coban Residences,3,5,3,flat,sector 99a,1998.997,1397.9,0,1,0,relatively new,low,2,55,465.9666666666666,1.45
310,Emaar MGF The Palm Drive,3,3,3,flat,sector 66,2145.0,1500.0,0,1,0,relatively new,low,2,43,500.0,2.99
311,Conscient Heritage Max,3,4,3+,flat,sector 102,1943.942,1359.4,0,1,0,relatively new,high,1,50,453.13333333333327,1.9
312,Emaar MGF Emerald Estate,3,3,3,flat,sector 65,1156.87,809.0,0,1,0,relatively new,medium,2,44,269.6666666666667,1.75
313,DLF Regal Gardens,3,3,3+,flat,sector 90,2002.0,1400.0,0,0,0,relatively new,high,1,24,466.6666666666667,1.3
314,Ireo Victory Valley,3,3,3,flat,sector 67,2725.58,1906.0,0,1,0,relatively new,high,2,42,635.3333333333334,2.95
315,M3M Merlin,3,4,3,flat,sector 67,2442.44,1708.0,0,1,0,relatively new,high,2,42,569.3333333333334,3.4
316,M3M Merlin,3,4,3,flat,sector 67,2443.87,1709.0,0,1,0,New Property,high,2,42,569.6666666666666,3.32
317,Bestech Park View Residency,2,2,3,flat,sector 3,1416.4149999999995,990.5,0,0,0,old property,medium,2,51,495.25,0.95
318,M3M Skywalk,2,2,3+,flat,sector 74,1607.32,1124.0,0,0,0,relatively new,high,1,34,562.0,1.55
319,Puri Emerald Bay,3,4,3+,flat,sector 104,2452.45,1715.0,1,1,0,relatively new,medium,1,59,571.6666666666666,2.6
320,SS The Leaf,2,2,3+,flat,sector 85,1672.6709999999996,1169.6999999999998,0,0,0,relatively new,high,1,42,584.8499999999999,1.05
321,SS The Leaf,3,4,3+,flat,sector 85,2410.408,1685.6,0,0,0,New Property,high,1,42,561.8666666666667,1.77
322,M3M Skywalk,3,3,3,flat,sector 74,2020.018,1412.6,1,0,0,New Property,low,2,34,470.8666666666666,2.2
323,Ansal API Celebrity Suites,1,1,1,flat,sector 2,735.735,514.5,0,0,0,old property,medium,1,61,514.5,0.6
324,Sbr minda sec-1 imt manesar,3,2,3+,flat,manesar,2182.18,1526.0,0,0,0,old property,low,1,12,508.6666666666667,0.64
325,Prasha Apartments,3,3,3+,flat,manesar,2117.115,1480.5,0,1,0,old property,low,1,14,493.5,0.75
326,Experion Windchants,3,5,2,flat,sector 112,4004.0,2800.0,0,1,1,relatively new,medium,1,40,933.3333333333334,4.25
327,Experion Windchants,4,6,3+,flat,sector 112,4862.0,3400.0,0,1,1,relatively new,medium,1,40,850.0,5.31
328,Emaar Gurgaon Greens,3,3,3,flat,sector 102,1461.46,1022.0,0,1,0,relatively new,low,1,42,340.6666666666667,1.4
329,Experion Windchants,2,3,2,flat,sector 112,2574.0,1800.0,1,1,0,relatively new,high,1,40,900.0,2.8
330,Indiabulls Enigma,5,5,2,flat,sector 110,4290.0,3000.0,0,1,0,relatively new,high,1,51,600.0,4.1
331,Indiabulls Enigma,4,5,3,flat,sector 110,4004.0,2800.0,0,1,0,relatively new,high,1,51,700.0,3.4
332,Vatika Independent Floors,3,3,3+,flat,sector 82,2373.8,1660.0,0,1,1,relatively new,high,2,27,553.3333333333334,1.16
333,Adani M2K Oyster Grande,3,4,3,flat,sector 102,1890.889,1322.3,0,1,0,relatively new,low,1,42,440.76666666666665,1.8
334,Shapoorji Pallonji Joyville Gurugram,3,3,3+,flat,sector 102,1613.04,1128.0,0,0,0,relatively new,low,1,34,376.0,1.75
335,Shapoorji Pallonji Joyville Gurugram,2,2,3,flat,sector 102,1178.32,824.0,0,0,0,relatively new,low,1,34,412.0,1.2
336,SS The Coralwood,3,3,2,flat,sector 84,1751.75,1225.0,0,0,0,relatively new,medium,1,49,408.3333333333333,1.1
337,M3M Woodshire,3,4,3+,flat,sector 107,2363.3609999999994,1652.6999999999998,0,1,0,relatively new,medium,1,16,550.9,1.35
338,Puri Emerald Bay,3,4,3+,flat,sector 104,2631.2,1840.0,0,1,0,relatively new,medium,2,59,613.3333333333334,2.45
339,M3M Woodshire,2,2,3,flat,sector 107,1510.08,1056.0,1,0,0,relatively new,medium,2,16,528.0,0.9
340,Emaar MGF Emerald Floors Premier,4,4,3,flat,sector 65,2824.25,1975.0,1,1,0,relatively new,medium,2,16,493.75,2.8
341,Bestech Park View Residency,3,3,3+,flat,sector 3,1781.78,1246.0,0,0,0,old property,medium,1,51,415.3333333333333,1.36
342,Bestech Park View Residency,2,2,3,flat,sector 3,1416.4149999999995,990.5,0,0,0,old property,medium,1,51,495.25,0.98
343,Bestech Park View Residency,1,1,2,flat,sector 3,930.93,651.0,0,0,0,old property,medium,1,51,651.0,0.56
344,Deepak Minda,3,3,3+,flat,manesar,3789.5,2650.0,0,1,0,old property,low,1,14,883.3333333333334,1.2
345,DLF Regal Gardens,4,4,3+,flat,sector 90,2359.5,1650.0,0,0,0,relatively new,high,1,24,412.5,1.78
346,SS The Leaf,2,2,3,flat,sector 85,1909.05,1335.0,0,0,0,relatively new,low,1,42,667.5,1.12
347,SS The Leaf,4,5,3+,flat,sector 85,2814.812,1968.4,0,1,0,relatively new,medium,1,42,492.1,2.0
348,SS The Leaf,2,3,3+,flat,sector 85,1742.7409999999998,1218.6999999999998,0,0,0,relatively new,medium,1,42,609.3499999999999,1.04
349,Antriksh Heights,3,3,3,flat,sector 84,2027.025,1417.5,0,0,1,relatively new,medium,1,17,472.5,0.88
350,Antriksh Heights,2,2,2,flat,sector 84,1126.125,787.5,0,0,0,relatively new,medium,1,17,393.75,0.49
351,Bestech Park View Grand Spa,3,4,3+,flat,sector 81,3366.22,2354.0,0,1,0,relatively new,medium,1,42,784.6666666666666,2.35
352,Bestech Park View Ananda,3,3,3+,flat,sector 81,1687.4,1180.0,0,0,0,relatively new,medium,1,52,393.3333333333333,1.4
353,Mapsko Royale Ville,3,4,2,flat,sector 82,1791.79,1253.0,0,1,0,relatively new,medium,1,33,417.6666666666667,0.97
354,The Close North,3,3,3,flat,sector 50,2574.0,1800.0,0,0,0,old property,low,2,42,600.0,2.35
355,Swarn Jayanti CGHS,4,3,3+,flat,sector 54,2574.0,1800.0,0,0,0,relatively new,low,2,50,450.0,1.75
356,AIPL The Peaceful Homes,3,4,3,flat,sector 70a,1890.46,1322.0,0,1,0,relatively new,low,1,42,440.6666666666667,2.8
357,Signature Global Solera,2,2,2,flat,sector 107,699.27,489.0,0,0,0,relatively new,low,1,33,244.5,0.27
358,Signature Global Solera,2,2,2,flat,sector 107,699.27,489.0,0,0,0,relatively new,low,1,33,244.5,0.28
359,Parsvnath Exotica,3,4,3+,flat,sector 53,3146.0,2200.0,0,1,1,relatively new,high,2,43,733.3333333333334,4.8
360,Vatika Gurgaon 21,4,4,3,flat,sector 83,2288.0,1600.0,0,1,0,old property,medium,1,42,400.0,1.25
361,Krrish Provence Estate,4,5,3+,flat,gwal pahari,5805.799999999999,4060.0,1,1,1,New Property,low,1,24,1015.0,5.25
362,Sare Green ParC Phase 3,3,2,2,flat,sector 92,1501.5,1050.0,0,0,0,New Property,medium,1,26,350.0,0.75
363,DLF New Town Heights 1,4,4,3+,flat,sector 90,2729.727,1908.9,0,0,0,old property,medium,1,25,477.225,1.65
364,DLF New Town Heights 1,3,3,3+,flat,sector 90,2145.0,1500.0,0,1,1,relatively new,medium,1,25,500.0,1.25
365,DLF New Town Heights 1,4,4,3+,flat,sector 90,2366.364,1654.8,0,1,0,old property,low,1,25,413.7,1.42
366,DLF Regal Gardens,3,3,3+,flat,sector 90,2002.0,1400.0,0,0,0,relatively new,medium,1,24,466.6666666666667,1.27
367,DLF Regal Gardens,4,4,3+,flat,sector 90,2431.0,1700.0,0,0,0,relatively new,medium,1,24,425.0,1.65
368,The Close North,3,3,3+,flat,sector 50,2607.605,1823.5,0,1,0,old property,high,1,42,607.8333333333333,2.7
369,Emaar MGF Emerald Floors Premier,3,4,3+,flat,sector 65,2359.5,1650.0,1,1,0,relatively new,high,0,16,550.0,2.29
370,M3M Merlin,3,3,3,flat,sector 67,2049.047,1432.9,0,0,0,relatively new,low,2,42,477.63333333333327,2.98
371,Emaar Palm Gardens,3,3,3,flat,sector 83,1565.85,1095.0,0,1,0,relatively new,low,1,41,365.0,1.35
372,Shri Banke Bihari Society,3,3,3+,flat,sector 56,2002.0,1400.0,0,0,0,undefined,high,1,50,466.6666666666667,1.37
373,Kiran Residency,3,3,3+,flat,sector 56,2431.0,1700.0,0,1,1,undefined,high,1,50,566.6666666666666,1.55
374,Ambience Lagoon,3,4,3+,flat,sector 24,4513.08,3156.0,0,1,1,undefined,high,2,37,1052.0,4.25
375,Shapoorji Pallonji Joyville Gurugram,3,3,3,flat,sector 102,1613.04,1128.0,0,0,0,New Property,medium,1,34,376.0,1.95
376,Bestech Park View Grand Spa,3,4,3+,flat,sector 81,3369.08,2356.0,0,1,0,relatively new,medium,2,42,785.3333333333334,2.35
377,DLF New Town Heights 1,4,4,3+,flat,sector 90,2645.5,1850.0,0,1,1,old property,medium,2,25,462.5,1.54
378,DLF New Town Heights 2,3,4,3,flat,sector 86,2073.5,1450.0,0,1,1,relatively new,high,1,31,483.3333333333333,1.27
379,DLF Regal Gardens,3,3,3,flat,sector 90,1844.7,1290.0,0,0,0,relatively new,high,2,24,430.0,1.17
380,Conscient Heritage Max,3,4,3+,flat,sector 102,2288.0,1600.0,1,1,0,relatively new,medium,1,50,533.3333333333334,2.22
381,DLF Regency Park 1,2,2,3+,flat,sector 28,1430.0,1000.0,0,0,1,old property,high,2,33,500.0,1.24
382,Godrej 101,2,2,3,flat,sector 79,1716.0,1200.0,1,0,0,relatively new,low,1,16,600.0,1.12
383,Adani M2K Oyster Grande,3,4,3,flat,sector 102,1930.5,1350.0,0,1,0,relatively new,medium,1,42,450.0,1.9
384,DLF Regency Park 1,2,2,2,flat,sector 28,1501.5,1050.0,0,0,0,undefined,medium,1,33,525.0,1.35
385,Alpha Corp GurgaonOne 84,4,4,3,flat,sector 84,4147.0,2900.0,0,1,0,relatively new,low,1,41,725.0,2.24
386,Godrej Icon,2,2,3+,flat,sector 88a,1618.6169999999995,1131.9,1,0,0,relatively new,medium,1,36,565.9499999999999,1.31
387,Emaar MGF Emerald Estate,3,3,3,flat,sector 65,1156.87,809.0,1,0,0,relatively new,medium,2,44,269.6666666666667,1.7
388,Vatika Gurgaon 21,3,3,2,flat,sector 83,2288.0,1600.0,0,1,0,relatively new,low,2,42,533.3333333333334,1.19
389,Green Campus CHS,3,3,3+,flat,manesar,2288.0,1600.0,0,1,0,old property,low,1,14,533.3333333333334,0.92
390,Green Campus CHS,3,3,3+,flat,manesar,2289.287,1600.9,0,1,0,old property,low,1,14,533.6333333333333,0.9
391,Puri Emerald Bay,3,4,3+,flat,sector 104,2452.45,1715.0,0,1,0,old property,medium,1,59,571.6666666666666,2.3
392,Puri Emerald Bay,2,3,3,flat,sector 104,1701.6999999999998,1190.0,0,1,0,relatively new,medium,1,59,595.0,1.58
393,Indiabulls Enigma,5,5,3+,flat,sector 110,3883.88,2716.0,0,1,0,relatively new,medium,1,51,543.2,4.25
394,Ireo Victory Valley,4,4,3+,flat,sector 67,3133.13,2191.0,0,1,0,relatively new,high,2,42,547.75,4.55
395,Bestech Park View Spa Next,4,4,3+,flat,sector 67,2352.35,1645.0,0,1,1,old property,high,2,42,411.25,2.85
396,DLF The Ultima,3,4,3+,flat,sector 81,2094.092,1464.4,0,1,0,New Property,high,0,42,488.13333333333327,2.3
397,Tulip Ivory,4,5,3+,flat,sector 70,2788.5,1950.0,0,1,0,old property,high,2,42,487.5,2.0
398,Ireo Skyon,4,4,3,flat,sector 60,3360.5,2350.0,0,1,0,relatively new,low,2,43,587.5,3.75
399,Ambience Creacions,4,5,3+,flat,sector 22,4290.0,3000.0,0,1,1,New Property,low,2,49,750.0,6.16
400,M3M Golfestate,3,3,3,flat,sector 65,3130.27,2189.0,0,1,0,old property,low,2,51,729.6666666666666,5.3
401,City Heights,3,4,3,flat,sector 39,2860.0,2000.0,0,1,0,undefined,low,0,46,666.6666666666666,1.75
402,KW Royal Court,5,4,3,flat,sector 39,4576.0,3200.0,0,1,0,undefined,low,0,38,640.0,2.0
403,GLS Avenue 51,1,1,1,flat,sector 92,431.86,302.0,0,0,0,relatively new,medium,1,9,302.0,0.21
404,Kamroon Court,3,4,3+,flat,sector 43,2860.0,2000.0,0,1,0,old property,low,2,42,666.6666666666666,2.75
405,Tata Primanti,3,3,3,flat,sector 72,2552.55,1785.0,0,1,0,old property,low,1,36,595.0,4.1
406,CHD Avenue 71,3,4,3,flat,sector 71,1803.802,1261.4,0,1,0,old property,medium,1,30,420.4666666666666,1.12
407,Krrish Provence Estate,5,6,3+,flat,gwal pahari,10010.0,7000.0,0,1,1,relatively new,low,1,24,1400.0,7.5
408,DLF The Crest,4,5,3+,flat,sector 54,4433.0,3100.0,1,1,1,relatively new,low,1,51,775.0,11.0
409,DLF Regal Gardens,3,3,3,flat,sector 90,2145.0,1500.0,0,0,0,relatively new,low,2,24,500.0,1.26
410,DLF Regal Gardens,4,4,3+,flat,sector 90,2217.215,1550.5,0,0,0,old property,low,1,24,387.625,1.8
411,Emaar Palm Gardens,3,3,3,flat,sector 83,1773.1999999999998,1240.0,0,1,0,relatively new,medium,1,41,413.3333333333333,1.48
412,Experion The Heartsong,2,3,3,flat,sector 108,1049.62,734.0,1,0,0,relatively new,medium,1,42,367.0,0.98
413,Orris Aster Court Premier,4,5,3+,flat,sector 85,2574.0,1800.0,0,1,0,New Property,low,2,44,450.0,1.5
414,Orris Aster Court Premier,4,5,3+,flat,sector 85,2702.7,1890.0,0,1,0,relatively new,medium,2,44,472.5,1.49
415,Orris Aster Court Premier,3,4,2,flat,sector 85,2216.5,1550.0,0,1,0,relatively new,low,1,44,516.6666666666666,1.2
416,Shree Vardhman Flora,3,4,3,flat,sector 90,1966.25,1375.0,0,1,0,relatively new,medium,2,49,458.3333333333333,0.86
417,Orris Carnation Residency,4,4,3,flat,sector 85,2052.05,1435.0,0,0,0,old property,low,2,35,358.75,0.9
418,Saan Verdante,3,4,3+,flat,sector 95,2767.05,1935.0,0,1,0,New Property,low,1,17,645.0,2.0
419,Vatika City Homes,2,2,2,flat,sector 83,1321.3199999999997,924.0,0,0,0,old property,low,1,32,462.0,0.8
420,Pioneer Urban Presidia,4,4,3+,flat,sector 62,4341.337,3035.9,1,0,0,old property,medium,1,42,758.9749999999999,6.5
421,Paras Dews,3,4,3+,flat,sector 106,1615.9,1130.0,0,1,0,relatively new,low,1,52,376.6666666666667,1.17
422,Paras Dews,3,4,3,flat,sector 106,1677.39,1173.0,1,1,0,relatively new,low,1,52,391.0,1.15
423,Shri Banke Bihari Society,3,3,3+,flat,sector 56,2002.0,1400.0,0,0,0,undefined,high,2,50,466.6666666666667,1.35
